知りたい分類,定義,出す場所,品目,出し方詳細,備考
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,冊子状のパンフレットやカタログ,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１３時までに決められたごみステーションへ","・付録のCDやDVDなどは取り除く『プラスチック資源』
・表紙が革やビニールのものは表紙を取り除く『燃やせるごみ』"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ダンボール（断面が波状のもの）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１４時までに決められたごみステーションへ",粘着テープや止め金がついたままでもＯＫ
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,投込みチラシ(郵便受けに投函されたチラシなど）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１５時までに決められたごみステーションへ",
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ダイレクトメール(郵便受けに投函されたチラシなど）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１６時までに決められたごみステーションへ",
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,パンフレット,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１７時までに決められたごみステーションへ",のり付けやホチキス止めがしてあるものは雑誌
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,コピー紙,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１８時までに決められたごみステーションへ",のり付けやホチキス止めがしてあるものは雑誌
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,封筒,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝１９時までに決められたごみステーションへ",窓枠がフィルムの場合はフィルムを取り除く『燃やせるごみ』
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ハガキ,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２０時までに決められたごみステーションへ",窓枠がフィルムの場合はフィルムを取り除く『燃やせるごみ』
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,紙箱（紙製の箱や芯、包装紙など）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２１時までに決められたごみステーションへ",
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,包装紙（紙製の箱や芯、包装紙など）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２２時までに決められたごみステーションへ",
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,牛乳パック（紙製で内側が白いもの）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２３時までに決められたごみステーションへ","・アルミなどでコーティングされているもの『燃やせるごみ』
・プラスチックの注ぎ口は取り除いて『プラスチック資源』"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ジュースのパック（紙製で内側が白いもの）,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２４時までに決められたごみステーションへ","・アルミなどでコーティングされているもの『燃やせるごみ』
・プラスチックの注ぎ口は取り除いて『プラスチック資源』"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,シュレッダー処理紙,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２５時までに決められたごみステーションへ","・透明袋にシュレッダーくずのみを入れて、エコらんどに出すことができます
・ごみステーションに出す場合は『燃やせるごみ』"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,セーター,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２６時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ベスト,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２７時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ブラウス,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２８時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,コート,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝２９時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ジャンパー,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３０時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ダウンジャケット,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３１時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ジャージ,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３２時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,Tシャツ,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３３時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ウィンドブレーカー,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３４時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,ズボン,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３５時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
資源ごみ(古紙・古着),"・新聞、折込チラシ、雑誌
・ダンボール
・雑がみ（雑がみとは、新聞・雑誌・ダンボール・牛乳パック以外の、リサイクルできる紙のことです）
・シュレッダー処理紙
・古着",ゴミステーション（市が回収）,スカート,"【新聞、雑誌、段ボール】
1：品目（紙の種類）ごとに重ねて、ひも（できれば紙ひも）で十字にしばる
2：朝８時までに決められたごみステーションへ

【雑がみ】
1：紙袋に入れるか、包装紙などの大きな紙で包むなどして中身が出ない
ようにひもでしばるかテープやホチキスなどで止める
2：朝８時までに決められたごみステーションへ

【牛乳パック】
1：中を洗って乾燥させ切り開く
2：ひも（できれば紙ひも）で十字にしばる
3：朝８時までに決められたごみステーションへ
※プラスチックの注ぎ口のついたものは、プラスチック部分を切り取ってください

【古着】
1：ビニール袋（透明または半透明）に入れ、口をしっかりとしばる
　　※市の指定袋や推奨袋は使わないでください
2：朝３６時までに決められたごみステーションへ","・汚れているもの、破れているもの、ぬれているもの、臭いの取れないものなどは収集しません『燃やせるごみ』

・雨や雪の日、雨の予想される日にはぜったいに出さないで下さい"
せん定枝,"・枯れていない枝(せん定後、おおむね1週間程度)
・直径15cm以内で長さ2m以内の樹木。ただし直径35cm以内で長さ１m以内に切断されていればOK
・実や葉がついていてもOK（実や葉だけは×）",せん定枝リサイクルプラント,大きい枝,せん定枝リサイクルプラントへ持ち込んでください,"せん定枝リサイクルプラントに持込みできないもの
・枯れているもの
・根っこの部分
・材木
・毒性のあるもの（キョウチクトウ、アセビ、
イチイ属、ウルシなど）
・処理が困難なもの
　繊維質がかたく、破砕が難しい
（アツバキミガヨラン、キンポウラン、ニオイシュロラン、
カナリーヤシ、シュロなど）
　異物が混入して破砕機の刃が摩耗しやすい
（草、落ち葉、樹木の根）
・植物の発酵に支障をきたすもの
（笹・竹、きゅうり・なすなどの野菜、枯れた樹木や腐食した樹木）"
燃やせるごみ,,ゴミステーション（市が回収）,小さい枝,"1：葉のついたものは
指定袋（赤色）に入れて
口をしっかりとしばる。葉のついてないもの
は50cm以内に切って、ひもで束ねて出すことができます(直径15cm以内にしてください)
2：朝８時までに決められたごみステーションへ
※一度に出せるのは指定袋3袋程度の量まで
※指定袋3袋より多く出したい場合は、直接環境クリーンセンターへ",
市で対応不可,『特定家庭用機器再商品化法（家電リサイクル法）』に基づき、家電メーカーが引き取って、資源として再利用することとなっている品目。これらを処分する際には、リサイクル料金が必要となります。,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼,テレビ（ブラウン管テレビ、液晶テレビ・プラズマテレビ）,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼しましょう。お店によって引取り方が異なるので、お店にお問い合わせください。購入したお店が遠方の場合などは、お近くの家電取扱店にご相談ください。,
市で対応不可,『特定家庭用機器再商品化法（家電リサイクル法）』に基づき、家電メーカーが引き取って、資源として再利用することとなっている品目。これらを処分する際には、リサイクル料金が必要となります。,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼,エアコン（室外機を含む）,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼しましょう。お店によって引取り方が異なるので、お店にお問い合わせください。購入したお店が遠方の場合などは、お近くの家電取扱店にご相談ください。,
